"Analista",""
"Fecha de inicio","25/11/2025 06:10 p. m.  GMT: 26/11/2025 01:10 a. m."
"Hoja de trabajo","EXP000146_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"25/11/2025","06:20:48 p. m.","PATRON",0.8812,"","mg/L",0.1
"25/11/2025","06:21:24 p. m.","REAGENT BLANK",0.0000,"","mg/L",26.8
"25/11/2025","06:22:04 p. m.","BLANCO",-0.0073,"","mg/L",9.0
"25/11/2025","06:22:20 p. m.","EXP000146-001",0.0501,"","mg/L",0.8
"25/11/2025","06:22:36 p. m.","EXP000146-002",0.0399,"","mg/L",5.3
"25/11/2025","06:22:50 p. m.","EXP000146-003",0.0408,"","mg/L",2.1
"25/11/2025","06:23:02 p. m.","EXP000146-004",0.0757,"","mg/L",1.9
"25/11/2025","06:23:16 p. m.","EXP000146-005",0.0331,"","mg/L",1.2
"25/11/2025","06:23:34 p. m.","EXP000146-006",0.0644,"","mg/L",0.6
"25/11/2025","06:27:28 p. m.","PATRON",0.8889,"","mg/L",0.1
"25/11/2025","06:27:44 p. m.","EXP000146-007",0.4123,"","mg/L",0.2
"25/11/2025","06:27:56 p. m.","EXP000146-008",0.0631,"","mg/L",4.2
"25/11/2025","06:28:08 p. m.","EXP000146-009",0.4639,"","mg/L",0.1
"25/11/2025","06:28:24 p. m.","EXP000146-010",0.4170,"","mg/L",0.7
"25/11/2025","06:28:40 p. m.","EXP000146-011",0.0510,"","mg/L",3.4
"25/11/2025","06:28:52 p. m.","EXP000146-012",0.2202,"","mg/L",1.1
"25/11/2025","06:29:06 p. m.","PATRON",0.8875,"","mg/L",0.4
"25/11/2025","06:29:22 p. m.","EXP000146-013",0.2666,"","mg/L",0.3
"25/11/2025","06:29:44 p. m.","EXP000146-014",0.0024,"","mg/L",37.9
"25/11/2025","06:29:58 p. m.","EXP000146-015",0.0046,"","mg/L",4.7
"25/11/2025","06:30:10 p. m.","EXP000146-016",0.0580,"","mg/L",2.0
"25/11/2025","06:30:24 p. m.","EXP000146-017",0.1640,"","mg/L",1.0
"25/11/2025","06:30:38 p. m.","EXP000146-018",0.0857,"","mg/L",2.0
"25/11/2025","06:31:16 p. m.","PATRON",0.8751,"","mg/L",0.3
"25/11/2025","06:31:38 p. m.","EXP000146-019",0.0666,"","mg/L",3.3
"25/11/2025","06:31:58 p. m.","EXP000146-020",0.0868,"","mg/L",1.3
"25/11/2025","06:32:08 p. m.","EXP000146-021","OVER","R","mg/L",0.0
"25/11/2025","06:32:20 p. m.","EXP000146-022",0.0410,"","mg/L",3.5
"25/11/2025","06:32:32 p. m.","EXP000146-023",0.0054,"","mg/L",32.5
"25/11/2025","06:36:48 p. m.","PATRON",0.8736,"","mg/L",0.9
"25/11/2025","06:37:08 p. m.","BLANCO",-0.0001,"","mg/L",">100"
"25/11/2025","06:37:18 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"25/11/2025","06:37:28 p. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"25/11/2025","06:37:54 p. m.","EXP000146-024",0.4339,"","mg/L",0.2
"25/11/2025","06:37:54 p. m.","Muestra 035","","","mg/L",""

"Método: Au AU ALTO (Llama)"


"25/11/2025","06:41:04 p. m.","EXP000146-021",4.7646,"","mg/L",0.5
"25/11/2025","06:41:04 p. m.","Muestra 035","","","mg/L",""
