Analyst,,,,,,
Date Started,3/12/2025 3:31 AM  GMT: 3/12/2025 10:31 AM,,,,,
Worksheet,LC003974_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
3/12/2025,3:41:28 AM,BLANCO,0.0079,,mg/L,5.3
3/12/2025,3:41:36 AM,REAGENT BLANK,0,,mg/L,8.7
3/12/2025,3:41:50 AM,LC003974-001,0.1133,,mg/L,1.8
3/12/2025,3:42:04 AM,LC003974-002,0.0011,,mg/L,70.8
3/12/2025,3:42:18 AM,LC003974-003,0.0936,,mg/L,2.1
3/12/2025,3:42:32 AM,LC003974-004,0.0767,,mg/L,1.7
3/12/2025,3:42:48 AM,LC003974-005,0.001,,mg/L,39
3/12/2025,3:43:02 AM,LC003974-006,0.4334,,mg/L,0.8
3/12/2025,3:46:44 AM,PATRON,0.8923,,mg/L,0.4
3/12/2025,3:46:54 AM,PATRON,0.8872,,mg/L,1.8
3/12/2025,3:47:16 AM,LC003974-007,0.366,,mg/L,1.1
3/12/2025,3:47:30 AM,LC003974-008,0.1088,,mg/L,1.1
3/12/2025,3:47:44 AM,LC003974-009,0.0716,,mg/L,2.1
3/12/2025,3:47:58 AM,LC003974-010,0.0025,,mg/L,50.2
3/12/2025,3:48:12 AM,LC003974-011,0.1262,,mg/L,1.3
3/12/2025,3:48:24 AM,LC003974-012,0.0727,,mg/L,0.9
3/12/2025,3:48:38 AM,PATRON,0.8778,,mg/L,0.2
3/12/2025,3:48:52 AM,LC003974-013,0.0928,,mg/L,0.5
3/12/2025,3:49:06 AM,LC003974-014,0.0134,,mg/L,12.9
3/12/2025,3:49:20 AM,LC003974-015,0.0151,,mg/L,4.3
3/12/2025,3:49:32 AM,LC003974-016,0.0192,,mg/L,4.5
3/12/2025,3:51:16 AM,LC003974-017,0.1208,,mg/L,20.3
3/12/2025,3:51:30 AM,LC003974-018,0.0189,,mg/L,3.1
3/12/2025,3:51:46 AM,PATRON,0.8873,,mg/L,0.6
3/12/2025,3:51:58 AM,LC003974-019,0.0525,,mg/L,3.1
3/12/2025,3:52:12 AM,PATRON,0.8898,,mg/L,0.9
3/12/2025,3:52:24 AM,BLANCO,0.0122,,mg/L,5.5
3/12/2025,3:52:32 AM,REAGENT BLANK,0,,mg/L,39.8
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
