Analista,ALS,,,,,,,,,
Fecha de inicio,08/02/2023 03:29 p. m.  GMT: 08/02/2023 09:29 p. m.,,,,,,,,,
Hoja de trabajo,SA000303_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5046,,mg/L,1.6,0.0154,0.0002,0.0152,0.0153,0.0157
,BLANCO,0.0005,,mg/L,>100,0,0,0.0001,-0.0002,0.0002
,BLANCO REACTIVO,0,,mg/L,21.4,-0.0003,-0.0003,-0.0003,-0.0003,-0.0004
,SA000303-001,0.0906,,mg/L,3.3,0.0119,0.0003,0.0121,0.012,0.0114
,SA000303-002,0.1033,,mg/L,0.7,0.0135,0.0004,0.0134,0.0136,0.0135
,SA000303-003,0.1833,,mg/L,0.3,0.0241,0.0004,0.0241,0.024,0.0241
,SA000303-004,0.979,,mg/L,0.1,0.1176,0.0006,0.1178,0.1176,0.1176
,SA000303-005,0.1072,,mg/L,1.2,0.014,0.0003,0.014,0.0142,0.0138
,PATRON,0.5072,,mg/L,0.5,0.0155,-0.0001,0.0155,0.0154,0.0155
,SA000303-006,0.1231,,mg/L,0.7,0.0161,0.0002,0.0162,0.0161,0.016
,SA000303-007,0.2104,,mg/L,0.9,0.0276,0.0004,0.0277,0.0273,0.0278
,SA000303-008,0.2238,,mg/L,0.4,0.0294,0.0003,0.0293,0.0295,0.0295
,SA000303-009,0.3837,,mg/L,0.8,0.0507,0.0004,0.0506,0.0512,0.0503
,SA000303-010,0.2353,,mg/L,0.6,0.0309,0.0004,0.0308,0.0307,0.0311
,PATRON,0.5058,,mg/L,1.1,0.0154,-0.0004,0.0153,0.0153,0.0156
,BLANCO,-0.0029,,mg/L,74.8,-0.0001,-0.0001,-0.0001,0,-0.0001
,BLANCO REACTIVO,0,,mg/L,78.4,-0.0002,-0.0002,-0.0003,0,-0.0001
,SA000303-011,0.0045,,mg/L,15.4,0.0006,0,0.0006,0.0005,0.0007
,SA000303-012,0.3951,,mg/L,1.2,0.0523,0.0002,0.0529,0.0523,0.0517
,SA000303-013,0.3858,,mg/L,0.3,0.0509,-0.0001,0.0508,0.051,0.051
,SA000303-014,0.1952,,mg/L,0.3,0.0256,-0.0001,0.0257,0.0255,0.0256
,SA000303-015,0.7382,,mg/L,0.3,0.0984,0.0001,0.0982,0.0987,0.0982
,PATRON,0.5126,,mg/L,0.6,0.0156,-0.0004,0.0156,0.0155,0.0157
,SA000303-016,0.1768,,mg/L,0.6,0.0232,-0.0002,0.0231,0.0232,0.0233
,SA000303-017,0.008,,mg/L,11.2,0.001,-0.0003,0.0011,0.0011,0.0009
,SA000303-018,0.1018,,mg/L,0.7,0.0133,0,0.0134,0.0132,0.0134
,SA000303-019,0.1354,,mg/L,0.8,0.0177,-0.0001,0.0176,0.0177,0.0179
,SA000303-020,0.1396,,mg/L,0.7,0.0275,-0.0001,0.0274,0.0276,0.0277
,PATRON,0.492,,mg/L,1.4,0.015,-0.0005,0.0148,0.015,0.0152
,BLANCO,0.0028,,mg/L,14.8,0.0001,-0.0005,0.0001,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,54.4,-0.0001,-0.0007,-0.0001,0,-0.0001
,SA000303-021,0.3305,,mg/L,1,0.0436,0,0.0439,0.0437,0.0431
,SA000303-022,0.3999,,mg/L,0.8,0.053,-0.0001,0.0525,0.0533,0.0531
,SA000303-023,0.183,,mg/L,0.7,0.024,-0.0002,0.0241,0.024,0.0238
,SA000303-024,0.2154,,mg/L,0.7,0.0283,-0.0002,0.0284,0.0285,0.0281
,SA000303-025,0.1904,,mg/L,0.2,0.025,-0.0002,0.0249,0.025,0.0249
,PATRON,0.5147,,mg/L,1.4,0.0157,-0.0006,0.0158,0.0158,0.0154
,SA000303-026,0.1342,,mg/L,1.5,0.0176,-0.0002,0.0175,0.0174,0.0179
,SA000303-027,0.5156,,mg/L,0.3,0.0686,-0.0002,0.0683,0.0687,0.0687
,SA000303-028,0.1254,,mg/L,0.5,0.0164,-0.0001,0.0164,0.0164,0.0165
,SA000303-029,0.1301,,mg/L,0.8,0.0171,-0.0003,0.0172,0.017,0.0171
,SA000303-030,0.0761,,mg/L,1.2,0.0099,-0.0002,0.0098,0.01,0.01
,PATRON,0.513,,mg/L,0.8,0.0156,-0.0005,0.0156,0.0158,0.0155
,BLANCO,0.0063,,mg/L,>100,0.0002,-0.0005,0.0004,-0.0002,0.0003
,BLANCO REACTIVO,0,,mg/L,40.2,0.0003,-0.0009,0.0004,0.0002,0.0002
,SA000303-031,0.0212,,mg/L,6.8,0.0028,-0.0009,0.0028,0.0029,0.0026
,SA000303-032,0.0812,,mg/L,1.8,0.0106,-0.0006,0.0104,0.0107,0.0107
,PATRON,0.5004,,mg/L,1.4,0.0152,-0.001,0.0154,0.0153,0.015
,BLANCO,-0.0118,,mg/L,33.8,-0.0004,-0.0009,-0.0004,-0.0004,-0.0002
