Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.099
Cabeza puntual retorno,Au 242.80,0.096
Celda #(F1+F2),Au 242.80,0.114
Puntual Noroeste,Au 242.80,0.115
Barren Patios,Au 242.80,0.004
Tubo 3,Au 242.80,0.125
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.015
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.009
Celda #5-9,Au 242.80,0.046
NE Tubo 1,Au 242.80,0
NE Tubo 2,Au 242.80,0.116
NE Tubo 4,Au 242.80,0.041
NE Tubo 5,Au 242.80,0.026
NE Tubo 6,Au 242.80,0.25
NE Tubo 7,Au 242.80,0.063
Especial 1,Au 242.80,0.064
Especial 2,Au 242.80,0.093
Especial 3,Au 242.80,0.023
Especial 4,Au 242.80,0.018
Especial 5,Au 242.80,0.075
Columna #1,Au 242.80,0.077
Columna #2,Au 242.80,0.044
Columna #3,Au 242.80,0.032
Columna #4,Au 242.80,0.01
Columna #5,Au 242.80,0.002
