Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.339
Comp. Cola Columna,Untitled 000,0.321
Barren,Untitled 000,0.352
Cabeza puntual retorno,Untitled 000,0.311
Columna #1,Untitled 000,0.333
Columna #2,Untitled 000,0.337
Columna #3,Untitled 000,0.336
Columna #4,Untitled 000,0.327
Columna #5,Untitled 000,0.306
Celda # 11-A,Untitled 000,0.247
Celda # 11-B,Untitled 000,0.055
Celda # 11-C,Untitled 000,0.039
Celda #(F1+F2),Untitled 000,0.278
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.051
NE Tubo 4,Untitled 000,0.112
NE Tubo 5,Untitled 000,0.039
NE Tubo 6,Untitled 000,0.14
NE Tubo 7,Untitled 000,0.978
Puntual Noroeste,Untitled 000,0.277
Barren Patios,Untitled 000,0.275
Tubo 3,Untitled 000,0.389
Especial 1,Untitled 000,0.688
Especial 2,Untitled 000,0.092
Especial 3,Untitled 000,0.24
Especial 4,Untitled 000,0.344
Especial 5,Untitled 000,0.119
