Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.172
Cabeza puntual retorno,Au 242.80,0.167
Celda # 11-A,Au 242.80,0.075
Celda # 11-B,Au 242.80,0.208
Celda # 11-C,Au 242.80,0.136
Celda # 6-F2,Au 242.80,0.068
Celda #(F1+F2),Au 242.80,0.15
NE Tubo 1,Au 242.80,0.153
NE Tubo 2,Au 242.80,0.092
NE Tubo 4,Au 242.80,0.154
NE Tubo 5,Au 242.80,0.095
NE Tubo 6,Au 242.80,0.031
NE Tubo 7,Au 242.80,0.166
Puntual Noroeste,Au 242.80,0.165
Tubo 3,Au 242.80,0.224
Especial 1,Au 242.80,0.047
Especial 2,Au 242.80,0.024
Especial 3,Au 242.80,0.026
Especial 4,Au 242.80,0.021
Especial 5,Au 242.80,0.015
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.01
Celda #5-9,Au 242.80,0.001
Barren Patios,Au 242.80,0.015
