"Analista",""
"Fecha de inicio","07/12/2025 09:54 a. m.  GMT: 07/12/2025 04:54 p. m."
"Hoja de trabajo","EXP000164_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"07/12/2025","10:16:28 a. m.","PATRON",0.8980,"","mg/L",0.5
"07/12/2025","10:16:40 a. m.","BLANCO",0.0033,"","mg/L",62.6
"07/12/2025","10:16:50 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"07/12/2025","10:17:02 a. m.","EXP000164-001",0.4045,"","mg/L",1.0
"07/12/2025","10:17:20 a. m.","EXP000164-003",0.0116,"","mg/L",">100"
"07/12/2025","10:17:30 a. m.","EXP000164-004",0.0786,"","mg/L",1.6
"07/12/2025","10:17:40 a. m.","EXP000164-005",0.0016,"","mg/L",70.4
"07/12/2025","10:17:50 a. m.","EXP000164-006",0.2203,"","mg/L",1.0
"07/12/2025","10:18:10 a. m.","EXP000164-002",0.3954,"","mg/L",1.1
"07/12/2025","10:18:26 a. m.","PATRON",0.8783,"","mg/L",0.2
"07/12/2025","10:18:38 a. m.","EXP000164-007",1.0080,"","mg/L",0.6
"07/12/2025","10:18:38 a. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

