Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.591
Comp. Cola Columna,Untitled 000,0.325
Barren,Untitled 000,0.312
Cabeza puntual retorno,Untitled 000,0.561
Celda # 11-A,Untitled 000,0.092
Celda # 11-B,Untitled 000,0.058
Celda # 11-C,Untitled 000,0.031
Celda #5-9,Untitled 000,0.022
Celda #(F1+F2),Untitled 000,0.628
NE Tubo 1,Untitled 000,0.027
NE Tubo 2,Untitled 000,0.33
NE Tubo 4,Untitled 000,0.279
NE Tubo 5,Untitled 000,0.141
NE Tubo 6,Untitled 000,0.24
NE Tubo 7,Untitled 000,0.954
Puntual Noroeste,Untitled 000,0.706
Barren Patios,Untitled 000,0.312
Tubo 3,Untitled 000,1.034
Especial 1,Untitled 000,0.079
Especial 2,Untitled 000,0.069
Especial 3,Untitled 000,0.7
Especial 4,Untitled 000,0.884
Especial 5,Untitled 000,0.099
Especial 6,Untitled 000,0.357
