Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.401
Comp. Cola Columna,Untitled 000,0.284
Barren,Untitled 000,0.263
Cabeza puntual retorno,Untitled 000,0.405
Celda # 11-A,Untitled 000,0.144
Celda # 11-B,Untitled 000,0.047
Celda # 11-C,Untitled 000,0.051
Celda #5-9,Untitled 000,0.905
Celda #(F1+F2),Untitled 000,0.392
NE Tubo 1,Untitled 000,0.018
NE Tubo 2,Untitled 000,0.348
NE Tubo 4,Untitled 000,0.086
NE Tubo 5,Untitled 000,0.015
NE Tubo 6,Untitled 000,0.016
NE Tubo 7,Untitled 000,0.318
Puntual Noroeste,Untitled 000,0.425
Barren Patios,Untitled 000,0.252
Tubo 3,Untitled 000,1.04
Especial 1,Untitled 000,0.106
Especial 2,Untitled 000,0.072
Especial 3,Untitled 000,0.043
Especial 4,Untitled 000,0.041
Especial 5,Untitled 000,0.357
Columna #1,Untitled 000,0.365
Columna #2,Untitled 000,0.343
Columna #3,Untitled 000,0.296
Columna #4,Untitled 000,0.308
Columna #5,Untitled 000,0.264
