Analyst,,,,,,
Date Started,3/24/2025 4:10 AM  GMT: 3/24/2025 11:10 AM,,,,,
Worksheet,LC004063_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
3/24/2025,5:04:48 AM,PATRON,0.896,,mg/L,0.2
3/24/2025,5:05:12 AM,REAGENT BLANK,0,,mg/L,25.3
3/24/2025,5:05:26 AM,LC004063-001,0.1046,,mg/L,2.2
3/24/2025,5:05:40 AM,LC004063-002,0.1042,,mg/L,1.4
3/24/2025,5:05:52 AM,LC004063-003,0.0985,,mg/L,1.6
3/24/2025,5:06:06 AM,LC004063-004,0.0661,,mg/L,2.5
3/24/2025,5:06:34 AM,LC004063-006,0.1211,,mg/L,1.9
3/24/2025,5:11:44 AM,PATRON,0.8807,,mg/L,1.4
3/24/2025,5:12:06 AM,LC004063-007,0.259,,mg/L,0.8
3/24/2025,5:12:20 AM,LC004063-008,0.123,,mg/L,1.6
3/24/2025,5:13:08 AM,LC004063-009,0.9482,,mg/L,1.1
3/24/2025,5:13:24 AM,LC004063-010,0.0835,,mg/L,1.2
3/24/2025,5:13:36 AM,LC004063-011,0.2961,,mg/L,0.8
3/24/2025,5:17:22 AM,PATRON,0.8756,,mg/L,1
3/24/2025,5:17:40 AM,LC004063-013,0.1068,,mg/L,1.9
3/24/2025,5:17:58 AM,LC004063-012,0.0984,,mg/L,0.5
3/24/2025,5:18:12 AM,LC004063-014,0.4596,,mg/L,0.8
3/24/2025,5:18:26 AM,LC004063-015,0.0633,,mg/L,6.2
3/24/2025,5:18:42 AM,LC004063-016,0.016,,mg/L,1.1
3/24/2025,5:18:56 AM,LC004063-017,0.3056,,mg/L,1.7
3/24/2025,5:19:10 AM,LC004063-018,0.4091,,mg/L,1
3/24/2025,5:20:40 AM,PATRON,0.8825,,mg/L,0.4
3/24/2025,5:21:00 AM,LC004063-019,0.7947,,mg/L,1.1
3/24/2025,5:21:14 AM,LC004063-020,0.3158,,mg/L,1.3
3/24/2025,5:21:30 AM,LC004063-021,0.1317,,mg/L,7.4
3/24/2025,5:22:34 AM,LC004063-023,0.215,,mg/L,6.6
3/24/2025,5:24:42 AM,BLANCO,0.011,,mg/L,33.6
3/24/2025,5:25:14 AM,LC004063-005,0.0016,,mg/L,83
3/24/2025,5:25:42 AM,LC004063-022,0.0015,,mg/L,81.2
3/24/2025,5:25:56 AM,LC004063-024,0.0019,,mg/L,68.6
3/24/2025,5:26:48 AM,PATRON,0.9126,,mg/L,0.5
3/24/2025,5:27:26 AM,BLANCO,-0.0156,,mg/L,14.9
3/24/2025,5:27:42 AM,REAGENT BLANK,0,,mg/L,21.9
3/24/2025,5:27:52 AM,REAGENT BLANK,0,,mg/L,8.4
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
