Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,2.034
Comp. Cola Columna,Untitled 000,1.61
Barren,Untitled 000,1.648
Cabeza puntual retorno,Untitled 000,1.99
Celda # 11-A,Untitled 000,0.612
Celda # 11-B,Untitled 000,9.405
Celda # 11-C,Untitled 000,4.008
Celda # 6-F2,Untitled 000,0.781
Celda #5-9,Untitled 000,0.035
Celda #(F1+F2),Untitled 000,1.611
NE Tubo 1,Untitled 000,3.08
NE Tubo 2,Untitled 000,0.504
NE Tubo 4,Untitled 000,2.357
NE Tubo 5,Untitled 000,1.247
NE Tubo 6,Untitled 000,0.274
NE Tubo 7,Untitled 000,1.565
Puntual Noroeste,Untitled 000,1.338
Tubo 3,Untitled 000,0.077
Especial 1,Untitled 000,0.048
Especial 2,Untitled 000,0.047
Especial 3,Untitled 000,0.075
Especial 4,Untitled 000,0.071
Especial 5,Untitled 000,0.049
