Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.423
Comp. Cola Columna,Untitled 000,0.345
Barren,Untitled 000,0.26
Cabeza puntual retorno,Untitled 000,0.433
Celda # 11-A,Untitled 000,0.049
Celda # 11-B,Untitled 000,0.033
Celda # 11-C,Untitled 000,0.035
Celda # 6-F2,Untitled 000,0.325
Celda #5-9,Untitled 000,0.315
Celda #(F1+F2),Untitled 000,0.493
NE Tubo 1,Untitled 000,0.618
NE Tubo 2,Untitled 000,0.586
NE Tubo 4,Untitled 000,0.338
NE Tubo 5,Untitled 000,0.1
NE Tubo 6,Untitled 000,0.078
NE Tubo 7,Untitled 000,0.155
Puntual Noroeste,Untitled 000,0.45
Barren Patios,Untitled 000,0.627
Tubo 3,Untitled 000,0.713
Especial 1,Untitled 000,0.042
Especial 2,Untitled 000,0.043
Especial 3,Untitled 000,0.066
Especial 4,Untitled 000,0.054
Especial 5,Untitled 000,0.052
Especial 6,Untitled 000,0.024
