Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.006
Comp. Cola Columna,Untitled 000,0.676
Barren,Untitled 000,0.653
Cabeza puntual retorno,Untitled 000,1.005
Celda # 11-A,Untitled 000,1.963
Celda # 11-B,Untitled 000,0.121
Celda # 11-C,Untitled 000,0.167
Celda #5-9,Untitled 000,0.048
Celda #(F1+F2),Untitled 000,1.019
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,1.451
NE Tubo 4,Untitled 000,1.308
NE Tubo 5,Untitled 000,0.757
NE Tubo 6,Untitled 000,1.51
NE Tubo 7,Untitled 000,0.503
Puntual Noroeste,Untitled 000,0.988
Barren Patios,Untitled 000,0.629
Tubo 3,Untitled 000,0.714
Especial 1,Untitled 000,0.105
Especial 2,Untitled 000,0.074
Especial 3,Untitled 000,0.927
Especial 4,Untitled 000,0.797
Especial 5,Untitled 000,0.067
Columna #1,Untitled 000,0.883
Columna #2,Untitled 000,0.816
Columna #3,Untitled 000,0.737
Columna #4,Untitled 000,0.718
Columna #5,Untitled 000,0.651
