Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.534
Comp. Cola Columna,Untitled 000,0.349
Barren,Untitled 000,0.332
Cabeza puntual retorno,Untitled 000,0.506
Celda # 11-A,Untitled 000,0.387
Celda # 11-B,Untitled 000,0.177
Celda # 11-C,Untitled 000,0.032
Celda # 6-F2,Untitled 000,0.071
Celda #5-9,Untitled 000,0.713
Celda #(F1+F2),Untitled 000,0.495
NE Tubo 1,Untitled 000,0.019
NE Tubo 2,Untitled 000,0.315
NE Tubo 4,Untitled 000,0.254
NE Tubo 5,Untitled 000,0.044
NE Tubo 6,Untitled 000,0.526
NE Tubo 7,Untitled 000,0.274
Puntual Noroeste,Untitled 000,0.522
Barren Patios,Untitled 000,0.299
Tubo 3,Untitled 000,0.73
Especial 1,Untitled 000,2.209
Especial 2,Untitled 000,0.048
Especial 3,Untitled 000,0.031
Especial 4,Untitled 000,0.031
Especial 5,Untitled 000,0.053
