Analista,,,,,,,,,,
Fecha de inicio,15/01/2023 05:39 p. m.  GMT: 15/01/2023 11:39 p. m.,,,,,,,,,
Hoja de trabajo,SA000040-RE,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,CERO CAL,0,,mg/L,64.5,0.0003,-0.0001,0.0002,0.0006,0.0002
,PATRÓN 1,0.5,,mg/L,5.7,0.011,0.0005,0.0105,0.0117,0.0107
,PATRÓN 2,1,,mg/L,1.2,0.0247,0.0001,0.0245,0.025,0.0245
,PATRÓN 3,2,,mg/L,1.7,0.0527,0,0.0518,0.053,0.0534
,PATRÓN 4,5,,mg/L,1.9,0.1352,-0.0011,0.1323,0.1368,0.1366
,PATRÓN 5,10,,mg/L,2.1,0.2681,-0.001,0.2617,0.2716,0.271
,BLANCO REACTIVO,0,,mg/L,19,0.0019,-0.0011,0.0015,0.0021,0.0022
,BLANCO,0.0052,,mg/L,>100,0.0001,-0.0031,0.0007,0.0002,-0.0006
,PATRON,0.4951,,mg/L,1.8,0.0114,-0.0032,0.0114,0.0116,0.0112
,SA000001-023,0.598,,mg/L,6.9,0.0666,-0.0033,0.0718,0.0634,0.0645
,SA000001-025,0.2546,,mg/L,0.9,0.0261,-0.0035,0.0263,0.0258,0.026
,SA000001-026,0.2445,,mg/L,1.5,0.025,-0.003,0.0249,0.0247,0.0254
,SA000009-006,0.1561,,mg/L,0.8,0.0156,-0.003,0.0155,0.0155,0.0157
,SA000009-007,0.1922,,mg/L,3.8,0.0194,-0.0034,0.0187,0.0192,0.0202
,BLANCO REACTIVO,0,,mg/L,17.3,0.0026,-0.0019,0.003,0.0021,0.0026
,PATRON,0.4856,,mg/L,1.1,0.0112,-0.0047,0.0111,0.0111,0.0113
,SA000009-008,0.179,,mg/L,1.7,0.018,-0.0038,0.0182,0.0181,0.0176
,SA000009-009,0.1554,,mg/L,3,0.0155,-0.0048,0.0159,0.015,0.0155
,SA000009-010,0.1671,,mg/L,1.7,0.0167,-0.0045,0.0165,0.017,0.0167
,SA000009-012,0.2305,,mg/L,2.4,0.0234,-0.0045,0.0231,0.023,0.024
,SA000009-013,0.1762,,mg/L,4.4,0.0177,-0.0042,0.0168,0.0179,0.0183
,PATRON,0.4928,,mg/L,1.8,0.0113,-0.0045,0.0115,0.0114,0.0111
,BLANCO REACTIVO,0,,mg/L,15,0.0028,-0.0021,0.0023,0.0029,0.0031
,BLANCO REACTIVO,0,,mg/L,9.8,0.0029,-0.0022,0.0032,0.0027,0.0028
,BLANCO,-0.0073,,mg/L,>100,-0.0002,-0.005,-0.0006,0,0
,SA000011-007,0.5868,,mg/L,3.4,0.065,-0.0049,0.0625,0.0664,0.0663
,SA000013-011,0.0628,,mg/L,10.1,0.0061,-0.0048,0.0067,0.0061,0.0055
,SA000013-012,0.0587,,mg/L,2.6,0.0057,-0.005,0.0057,0.0056,0.0059
,SA000013-013,0.1345,,mg/L,2.9,0.0133,-0.005,0.013,0.0132,0.0138
,SA000013-014,0.1693,,mg/L,2.2,0.0169,-0.0055,0.0173,0.0166,0.0168
,PATRON,0.5018,,mg/L,1.9,0.0115,-0.0049,0.0114,0.0114,0.0118
,SA000013-015,0.6393,,mg/L,1.3,0.0715,-0.0052,0.0706,0.0725,0.0716
,SA000013-017,0.6583,,mg/L,3.9,0.0097,-0.0044,0.0096,0.0101,0.0093
,SA000017-004,0.0818,,mg/L,5.7,0.008,-0.0054,0.0075,0.0081,0.0084
,SA000017-005,0.1044,,mg/L,5.9,0.0103,-0.0054,0.0098,0.011,0.0101
,SA000017-007,0.072,,mg/L,11.2,0.007,-0.0052,0.0077,0.0062,0.0072
,BLANCO,0.0017,,mg/L,>100,0,-0.0048,-0.0001,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,12.8,0.0035,-0.003,0.0033,0.004,0.0032
,PATRON,0.4945,,mg/L,1.7,0.0114,-0.0068,0.0112,0.0114,0.0116
,SA000017-008,0.8724,,mg/L,1.4,0.1019,-0.0061,0.1003,0.1027,0.1027
,SA000017-009,0.0882,,mg/L,16.2,0.0087,-0.006,0.0103,0.0076,0.0081
,SA000017-012,0.1241,,mg/L,1.8,0.0123,-0.0059,0.012,0.0124,0.0125
,SA000019-013,0.2429,,mg/L,0.9,0.0249,-0.0062,0.0246,0.025,0.025
,BLANCO REACTIVO,0,,mg/L,11.7,0.0037,-0.0026,0.0032,0.004,0.0039
,PATRON,0.4907,,mg/L,3.9,0.0113,-0.0068,0.0116,0.0114,0.0108
,BLANCO REACTIVO,0,,mg/L,5,0.0037,-0.0032,0.0036,0.0039,0.0036
,BLANCO,0.0119,,mg/L,62.8,0.0003,-0.0069,0.0004,0.0001,0.0003
,Muestra 039,,,mg/L,,,,,,
