Analyst,,,,,,
Date Started,9/20/2025 2:58 AM  GMT: 9/20/2025 9:58 AM,,,,,
Worksheet,LC005391_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
9/20/2025,3:08:46 AM,PATRON,0.9208,,mg/L,1.2
9/20/2025,3:09:00 AM,BLANCO,0.011,,mg/L,17.8
9/20/2025,3:09:10 AM,REAGENT BLANK,0,,mg/L,10.1
9/20/2025,3:09:24 AM,LC005391-001,0.0501,,mg/L,3.8
9/20/2025,3:09:36 AM,LC005391-002,0.448,,mg/L,1.4
9/20/2025,3:09:52 AM,LC005391-003,0.0882,,mg/L,1.6
9/20/2025,3:10:04 AM,LC005391-004,0.2105,,mg/L,0.5
9/20/2025,3:10:16 AM,LC005391-005,0.0837,,mg/L,1.4
9/20/2025,3:10:30 AM,LC005391-006,0.0082,,mg/L,14.3
9/20/2025,3:10:44 AM,PATRON,0.9098,,mg/L,0.6
9/20/2025,3:11:00 AM,LC005391-007,0.0763,,mg/L,1.2
9/20/2025,3:11:14 AM,LC005391-008,0.5607,,mg/L,0.5
9/20/2025,3:11:28 AM,LC005391-009,0.1002,,mg/L,0.7
9/20/2025,3:11:40 AM,LC005391-010,0.2372,,mg/L,0.9
9/20/2025,3:11:54 AM,LC005391-011,0.2117,,mg/L,1
9/20/2025,3:12:08 AM,LC005391-012,0.3239,,mg/L,0.3
9/20/2025,3:12:22 AM,PATRON,0.8941,,mg/L,0.8
9/20/2025,3:12:36 AM,LC005391-013,0.3398,,mg/L,0.4
9/20/2025,3:12:48 AM,LC005391-014,0.0089,,mg/L,18.4
9/20/2025,3:13:02 AM,LC005391-015,0.3341,,mg/L,0.2
9/20/2025,3:13:16 AM,LC005391-016,0.2706,,mg/L,0.8
9/20/2025,3:13:30 AM,LC005391-017,0.2972,,mg/L,0.2
9/20/2025,3:13:42 AM,LC005391-018,0.1176,,mg/L,0.6
9/20/2025,3:13:56 AM,PATRON,0.9027,,mg/L,1.1
9/20/2025,3:14:12 AM,LC005391-019,0.0919,,mg/L,0.8
9/20/2025,3:14:26 AM,LC005391-020,0.1123,,mg/L,1.1
9/20/2025,3:14:38 AM,LC005391-021,0.2368,,mg/L,0.5
9/20/2025,3:14:52 AM,LC005391-022,0.3213,,mg/L,0.4
9/20/2025,3:15:06 AM,LC005391-023,0.0148,,mg/L,11.3
9/20/2025,3:15:18 AM,LC005391-024,0.4448,,mg/L,0.7
9/20/2025,3:15:32 AM,PATRON,0.9013,,mg/L,0
9/20/2025,3:15:40 AM,PATRON,0.8955,,mg/L,0.8
9/20/2025,3:17:14 AM,BLANCO,-0.0009,,mg/L,40.6
9/20/2025,3:17:24 AM,REAGENT BLANK,0,,mg/L,>100
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
