Sample ID,Analyte Name,Reported Conc (Samp)
Cabeza puntual retorno,Au 242.80,0.051
Celda #(F1+F2),Au 242.80,0.048
Tubo 3,Au 242.80,0.068
Comp. Cabeza Columna,Au 242.80,0.049
Celda # 11-C,Au 242.80,0.053
Puntual Noroeste,Au 242.80,0.054
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.003
Celda # 11-B,Au 242.80,0.028
Celda #5-9,Au 242.80,0.025
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.018
NE Tubo 4,Au 242.80,0.015
NE Tubo 5,Au 242.80,0.02
Barren Patios,Au 242.80,0.011
Columna #2,Au 242.80,0.032
Columna #1,Au 242.80,0.035
Columna #3,Au 242.80,0.013
Columna #5,Au 242.80,0.006
Columna #4,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.035
NE Tubo 6,Au 242.80,0.053
NE Tubo 7,Au 242.80,0.028
Especial 1,Au 242.80,0.051
Especial 2,Au 242.80,0.054
Especial 3,Au 242.80,0.024
Especial 4,Au 242.80,0.019
Especial 5,Au 242.80,0.07
ESPECIAL 6,Au 242.80,0.069
