Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,1.550
Columna #2,Untitled 000,1.418
Columna #3,Untitled 000,1.299
Columna #4,Untitled 000,1.069
Columna #5,Untitled 000,0.888
Comp. Cabeza Columna,Untitled 000,1.618
Cabeza puntual retorno,Untitled 000,1.637
Comp. Cola Columna,Untitled 000,0.873
Barren,Untitled 000,0.864
Celda # 11-A,Untitled 000,5.816
Celda # 11-B,Untitled 000,1.022
Celda # 11-C,Untitled 000,0.139
Celda #5-9,Untitled 000,0.693
Celda #(F1+F2),Untitled 000,1.568
NE Tubo 1,Untitled 000,0.023
NE Tubo 2,Untitled 000,1.116
NE Tubo 4,Untitled 000,2.621
NE Tubo 5,Untitled 000,3.476
NE Tubo 6,Untitled 000,2.226
NE Tubo 7,Untitled 000,1.344
Puntual Noroeste,Untitled 000,1.596
Barren Patios,Untitled 000,0.843
Tubo 3,Untitled 000,0.381
Especial 1,Untitled 000,0.335
Especial 2,Untitled 000,0.108
Especial 3,Untitled 000,2.287
Especial 4,Untitled 000,1.340
Especial 5,Untitled 000,0.061
