Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.582
Cabeza puntual retorno,Ag 328.07,0.604
Celda #(F1+F2),Ag 328.07,0.635
Puntual Noroeste,Ag 328.07,0.441
Tubo 3,Ag 328.07,0.388
Comp. Cola Columna,Ag 328.07,0.455
Barren,Ag 328.07,0.403
Celda # 11-A,Ag 328.07,0.036
Celda # 11-B,Ag 328.07,0.113
Celda # 11-C,Ag 328.07,0.036
Celda #5-9,Ag 328.07,0.043
NE Tubo 1,Ag 328.07,3.819
NE Tubo 2,Ag 328.07,0.448
NE Tubo 4,Ag 328.07,0.057
NE Tubo 5,Ag 328.07,0.050
NE Tubo 6,Ag 328.07,0.032
NE Tubo 7,Ag 328.07,0.287
Barren Patios,Ag 328.07,0.388
Especial 1,Ag 328.07,0.118
Especial 2,Ag 328.07,0.043
Especial 3,Ag 328.07,0.643
Especial 4,Ag 328.07,0.758
Especial 5,Ag 328.07,0.112
Columna #1,Ag 328.07,0.602
Columna #2,Ag 328.07,0.585
Columna #3,Ag 328.07,0.587
Columna #4,Ag 328.07,0.557
Columna #5,Ag 328.07,0.503
