Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cab Columna,Untitled 000,0.954
Comp. Cola Columna,Untitled 000,0.599
Barren,Untitled 000,0.534
Cabeza puntual retorno,Untitled 000,0.883
Celda # 11-A,Untitled 000,0.168
Celda # 11-B,Untitled 000,0.4
Celda # 11-C,Untitled 000,2.509
Celda # 6-F2,Untitled 000,0.356
Celda #5-9,Untitled 000,0.394
Celda #(F1+F2),Untitled 000,0.802
NE Tubo 1,Untitled 000,0.077
NE Tubo 2,Untitled 000,0.347
NE Tubo 4,Untitled 000,0.559
NE Tubo 5,Untitled 000,0.171
NE Tubo 6,Untitled 000,0.53
NE Tubo 7,Untitled 000,0.615
Puntual Noroeste,Untitled 000,0.931
Barren Patios,Untitled 000,0.504
Tubo 3,Untitled 000,1.288
Especial 1,Untitled 000,2.376
Especial 2,Untitled 000,0.31
Especial 3,Untitled 000,0.042
Especial 4,Untitled 000,0.052
Especial 5,Untitled 000,0.79
Especial 6,Untitled 000,0.109
