Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.257
Cabeza puntual retorno,Untitled 000,0.248
Celda #(F1+F2),Untitled 000,0.232
Puntual Noroeste,Untitled 000,0.209
Tubo 3,Untitled 000,0.346
NE Tubo 2,Untitled 000,0.483
NE Tubo 4,Untitled 000,0.03
Especial 1,Untitled 000,0.109
Especial 2,Untitled 000,0.049
Especial 3,Untitled 000,0.035
Especial 4,Untitled 000,0.035
Especial 5,Untitled 000,1.463
Columna #1,Untitled 000,0.222
Columna #2,Untitled 000,0.215
Columna #3,Untitled 000,0.214
Columna #4,Untitled 000,0.205
Columna #5,Untitled 000,0.192
Comp. Cola Columna,Untitled 000,0.177
Barren,Untitled 000,0.179
Barren Patios,Untitled 000,0.169
NE Tubo 1,Untitled 000,0.024
NE Tubo 5,Untitled 000,0.018
NE Tubo 6,Untitled 000,0.02
NE Tubo 7,Untitled 000,0.072
Celda # 11-A,Untitled 000,0.119
Celda # 11-B,Untitled 000,0.251
Celda # 11-C,Untitled 000,0.397
Celda #5-9,Untitled 000,0.056
