Analista,JGS,,,,,,,,,
Fecha de inicio,18/02/2023 03:32 p. m.  GMT: 18/02/2023 09:32 p. m.,,,,,,,,,
Hoja de trabajo,SA000409-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5149,,mg/L,1.8,0.0156,-0.0002,0.0159,0.0156,0.0153
,BLANCO,0.0025,,mg/L,>100,0.0001,-0.0005,-0.0002,0.0002,0.0003
,BLANCO REACTIVO,0,,mg/L,21.5,0.0008,0.0003,0.0009,0.0009,0.0006
,SA000375-019,0.2752,,mg/L,0.8,0.0241,-0.0005,0.0243,0.0241,0.0239
,SA000375-020,0.5348,,mg/L,0.5,0.0481,-0.0006,0.0483,0.0479,0.048
,SA000375-021,0.7326,,mg/L,0.9,0.0667,-0.0007,0.0661,0.0667,0.0673
,SA000375-022,0.8899,,mg/L,1,0.082,-0.0007,0.0811,0.0826,0.0822
,SA000381-029,0.1517,,mg/L,2.4,0.0131,-0.0008,0.0128,0.0132,0.0134
,PATRON,0.4789,,mg/L,2.3,0.0145,-0.0013,0.0148,0.0142,0.0144
,SA000381-030,0.3734,,mg/L,0,0.033,-0.0006,0.033,0.033,0.033
,SA000381-031,0.6362,,mg/L,1.2,0.0575,-0.0002,0.0569,0.0574,0.0582
,SA000381-032,0.3947,,mg/L,0.3,0.0349,-0.0001,0.0349,0.0348,0.0351
,SA000383-007,0.0681,,mg/L,6.3,0.0058,0,0.0056,0.0056,0.0063
,SA000383-010,0.118,,mg/L,2.8,0.0102,-0.0003,0.0099,0.0104,0.0102
,PATRON,0.4825,,mg/L,2.5,0.0146,-0.0011,0.0144,0.015,0.0144
,BLANCO,-0.0042,,mg/L,43.7,-0.0001,-0.0006,-0.0002,-0.0001,-0.0001
,BLANCO REACTIVO,0,,mg/L,64.1,0.0007,0.0004,0.0007,0.0003,0.0012
,SA000383-011,0.0548,,mg/L,3,0.0047,-0.0007,0.0048,0.0045,0.0047
,SA000383-013,0.5724,,mg/L,1.1,0.0515,-0.0003,0.051,0.0514,0.0521
,SA000385-001,0.4753,,mg/L,0.2,0.0424,-0.0003,0.0424,0.0425,0.0425
,SA000385-002,0.2681,,mg/L,1.6,0.0234,-0.0005,0.023,0.0237,0.0235
,SA000385-004,0.0905,,mg/L,6.4,0.0078,-0.0005,0.0074,0.0083,0.0076
,PATRON,0.4934,,mg/L,3.6,0.0149,-0.0009,0.0156,0.0147,0.0146
,SA000385-005,0.0064,,mg/L,61.8,0.0005,-0.0003,0.0008,0.0007,0.0002
,SA000385-006,0.6524,,mg/L,0.8,0.0591,-0.0006,0.0588,0.059,0.0597
,SA000389-005,0.0681,,mg/L,2,0.0058,-0.0007,0.006,0.0057,0.0058
,SA000389-006,0.0668,,mg/L,5.3,0.0057,-0.0006,0.0054,0.0058,0.006
,SA000389-007,0.037,,mg/L,9.9,0.0032,-0.0009,0.0028,0.0033,0.0033
,PATRON,0.4945,,mg/L,2.3,0.015,-0.0011,0.0146,0.0153,0.015
,BLANCO,0.0114,,mg/L,32,0.0003,-0.0007,0.0005,0.0002,0.0003
,BLANCO REACTIVO,0,,mg/L,24.7,0.0011,0.0002,0.0011,0.0015,0.0009
,SA000389-008,0.002,,mg/L,>100,0.0002,-0.0009,0.0005,-0.0001,0.0001
,SA000389-009,-0.0062,,mg/L,68.7,-0.0005,-0.0007,-0.0009,-0.0002,-0.0005
,SA000389-010,0.0516,,mg/L,4.2,0.0044,-0.001,0.0043,0.0046,0.0043
,SA000389-011,0.0273,,mg/L,16.5,0.0023,-0.0006,0.0027,0.0024,0.0019
,SA000389-012,0.0384,,mg/L,8.1,0.0033,-0.0006,0.0031,0.0031,0.0036
,PATRON,0.4974,,mg/L,1.9,0.0151,-0.0009,0.0151,0.0153,0.0147
,SA000389-013,0.84,,mg/L,0.6,0.0772,-0.0007,0.0774,0.0775,0.0766
,SA000389-015,0.4147,,mg/L,0.7,0.0369,-0.0004,0.0367,0.0368,0.0371
,SA000389-016,0.0957,,mg/L,0.8,0.0082,-0.0004,0.0082,0.0083,0.0082
,SA000389-017,0.1647,,mg/L,2.7,0.0143,0.0002,0.0139,0.0142,0.0147
,SA000389-018,0.0247,,mg/L,32.2,0.0021,-0.0002,0.0028,0.0015,0.002
,PATRON,0.5084,,mg/L,2.3,0.0154,-0.0011,0.0157,0.0155,0.015
,BLANCO,0.0096,,mg/L,55.5,0.0003,-0.0012,0.0003,0.0001,0.0004
,BLANCO REACTIVO,0,,mg/L,25.2,0.0012,0.0002,0.0013,0.0014,0.0009
,SA000389-019,0.0565,,mg/L,5,0.0048,-0.001,0.0046,0.0049,0.005
,SA000389-020,0.1215,,mg/L,2.6,0.0105,-0.0011,0.0102,0.0105,0.0107
,SA000389-021,0.0292,,mg/L,9.5,0.0025,-0.001,0.0022,0.0026,0.0027
,SA000389-022,0.0342,,mg/L,2.3,0.0029,-0.001,0.003,0.0029,0.0029
,SA000389-023,0.1198,,mg/L,1.1,0.0103,-0.0008,0.0102,0.0103,0.0104
,PATRON,0.5023,,mg/L,1.5,0.0152,-0.0013,0.0155,0.0152,0.015
,SA000390-009,0.0433,,mg/L,6.7,0.0037,-0.0009,0.004,0.0037,0.0035
,SA000390-010,0.1023,,mg/L,4.8,0.0088,-0.0004,0.0083,0.009,0.0091
,SA000390-011,0.0559,,mg/L,3.7,0.0048,-0.0006,0.0046,0.0048,0.005
,SA000390-013,0.385,,mg/L,0.8,0.0341,-0.0005,0.0343,0.0338,0.034
,SA000390-014,0.1372,,mg/L,1.1,0.0119,-0.0003,0.0119,0.012,0.0118
,PATRON,0.4904,,mg/L,1.6,0.0148,-0.0008,0.0151,0.0147,0.0147
,BLANCO,-0.008,,mg/L,>100,-0.0002,0.001,-0.0008,0,0
,BLANCO REACTIVO,0,,mg/L,>100,0.0004,0.001,0.001,0.0003,-0.0001
,SA000390-016,0.2763,,mg/L,0.6,0.0242,0.0009,0.0244,0.0242,0.0241
,SA000390-017,0.0267,,mg/L,20.9,0.0023,0.0009,0.0022,0.0028,0.0018
,SA000390-019,0.1702,,mg/L,0.4,0.0148,0,0.0148,0.0147,0.0148
,SA000390-020,0.0856,,mg/L,2.2,0.0074,0,0.0072,0.0075,0.0074
,SA000390-021,0.0235,,mg/L,21.2,0.0021,0.0001,0.0016,0.0024,0.0023
,PATRON,0.5204,,mg/L,1.8,0.0158,-0.0002,0.0156,0.0157,0.0161
,SA000390-022,0.0359,,mg/L,4.9,0.0031,0.0001,0.0031,0.0032,0.0029
