Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,0.563
Columna #2,Untitled 000,0.529
Columna #3,Untitled 000,0.485
Columna #4,Untitled 000,0.405
Comp. Cabeza Columna,Untitled 000,0.607
Comp. Cola Columna,Untitled 000,0.347
Barren,Untitled 000,0.294
Cabeza puntual retorno,Untitled 000,0.599
Celda # 11-A,Untitled 000,0.595
Celda # 11-B,Untitled 000,0.643
Celda # 11-C,Untitled 000,0.219
Celda #5-9,Untitled 000,0.686
Celda #(F1+F2),Untitled 000,0.559
NE Tubo 1,Untitled 000,0.03
NE Tubo 2,Untitled 000,0.358
NE Tubo 4,Untitled 000,0.386
NE Tubo 5,Untitled 000,0.144
NE Tubo 6,Untitled 000,0.319
NE Tubo 7,Untitled 000,0.459
Puntual Noroeste,Untitled 000,0.571
Barren Patios,Untitled 000,0.277
Tubo 3,Untitled 000,0.821
Especial 1,Untitled 000,0.177
Especial 2,Untitled 000,0.037
Especial 3,Untitled 000,0.078
Especial 4,Untitled 000,0.072
Especial 5,Untitled 000,0.153
