"Analista",""
"Fecha de inicio","09/12/2025 01:35 a. m.  GMT: 09/12/2025 08:35 a. m."
"Hoja de trabajo","LC005955"
"Comentario",""
"Métodos","Au"

"Método: Au ACIDO (Llama)"

"09/12/2025","02:34:04 a. m.","PATRON",0.8851,"","mg/L",1.1
"09/12/2025","02:34:28 a. m.","BLANCO",-0.0079,"","mg/L",68.5
"09/12/2025","02:34:46 a. m.","REAGENT BLANK",0.0000,"","mg/L",">100"
"09/12/2025","02:35:10 a. m.","LC005955-001",0.9578,"","mg/L",0.6
"09/12/2025","02:35:48 a. m.","LC005955-002",0.8013,"","mg/L",32.4
"09/12/2025","02:36:06 a. m.","LC005955-003",0.0142,"","mg/L",20.1
"09/12/2025","02:36:20 a. m.","LC005955-004",0.0009,"","mg/L",64.9
"09/12/2025","02:36:36 a. m.","LC005955-005",0.0023,"","mg/L",28.3
"09/12/2025","02:36:52 a. m.","LC005955-006",0.7946,"","mg/L",0.3
"09/12/2025","02:37:06 a. m.","PATRON",0.8935,"","mg/L",0.8
"09/12/2025","02:37:24 a. m.","LC005955-007",0.0366,"","mg/L",3.4
"09/12/2025","02:37:42 a. m.","LC005955-008",0.0700,"","mg/L",1.6
"09/12/2025","02:37:58 a. m.","LC005955-009",0.0761,"","mg/L",1.9
"09/12/2025","02:38:18 a. m.","LC005955-010",0.1149,"","mg/L",0.8
"09/12/2025","02:38:34 a. m.","PATRON",0.8888,"","mg/L",0.6
"09/12/2025","02:38:50 a. m.","BLANCO",-0.0003,"","mg/L",">100"
"09/12/2025","02:39:14 a. m.","REAGENT BLANK",0.0000,"","mg/L",78.9
"09/12/2025","02:39:14 a. m.","LC005817-013","","","mg/L",""
