Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.593
Comp. Cola Columna,Untitled 000,0.434
Barren,Untitled 000,0.424
Cabeza puntual retorno,Untitled 000,0.616
Celda # 11-A,Untitled 000,0.056
Celda # 11-B,Untitled 000,0.039
Celda # 11-C,Untitled 000,0.043
Celda # 6-F2,Untitled 000,0.74
Celda #5-9,Untitled 000,0.986
Celda #(F1+F2),Untitled 000,0.602
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.716
NE Tubo 4,Untitled 000,0.949
NE Tubo 5,Untitled 000,0.415
NE Tubo 6,Untitled 000,0.137
NE Tubo 7,Untitled 000,0.205
Puntual Noroeste,Untitled 000,0.541
Barren Patios,Untitled 000,0.398
Tubo 3,Untitled 000,0.553
Especial 1,Untitled 000,0.07
Especial 2,Untitled 000,0.055
Especial 3,Untitled 000,0.055
Especial 4,Untitled 000,0.059
Especial 5,Untitled 000,0.158
