Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.102
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.001
Cabeza puntual retorno,Au 242.80,0.106
Celda # 11-A,Au 242.80,0.002
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.003
Celda # 6-F2,Au 242.80,0.045
Celda #5-9,Au 242.80,0.056
Celda #(F1+F2),Au 242.80,0.128
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.096
NE Tubo 4,Au 242.80,0.077
NE Tubo 5,Au 242.80,0.184
NE Tubo 6,Au 242.80,0.222
NE Tubo 7,Au 242.80,0.052
Puntual Noroeste,Au 242.80,0.124
Barren Patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.117
Especial 1,Au 242.80,0.103
Especial 2,Au 242.80,0.075
Especial 3,Au 242.80,0.028
Especial 4,Au 242.80,0.035
Especial 5,Au 242.80,0.073
