Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.226
Cabeza puntual retorno,Untitled 000,0.218
Celda #(F1+F2),Untitled 000,0.235
Puntual Noroeste,Untitled 000,0.231
Tubo 3,Untitled 000,0.178
Comp. Cola Columna,Untitled 000,0.214
Barren,Untitled 000,0.278
Celda # 11-A,Untitled 000,0.171
Celda # 11-B,Untitled 000,0.225
Celda # 11-C,Untitled 000,0.031
Celda #5-9,Untitled 000,0.144
NE Tubo 1,Untitled 000,0.032
NE Tubo 2,Untitled 000,0.122
NE Tubo 4,Untitled 000,0.226
NE Tubo 5,Untitled 000,0.131
NE Tubo 6,Untitled 000,0.031
NE Tubo 7,Untitled 000,0.242
Barren Patios,Untitled 000,0.229
Especial 1,Untitled 000,0.121
Especial 2,Untitled 000,0.041
Especial 3,Untitled 000,0.046
Especial 4,Untitled 000,0.04
Especial 5,Untitled 000,0.062
Columna #1,Untitled 000,0.189
Columna #2,Untitled 000,0.215
Columna #3,Untitled 000,0.234
Columna #4,Untitled 000,0.193
Columna #5,Untitled 000,0.179
