Analyst,,,,,,
Date Started,9/1/2025 1:01 AM  GMT: 9/1/2025 8:01 AM,,,,,
Worksheet,LC005265_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
9/1/2025,1:12:18 AM,PATRON,0.8948,,mg/L,0.8
9/1/2025,1:13:00 AM,REAGENT BLANK,0,,mg/L,12
9/1/2025,1:13:12 AM,LC005265-001,0.0704,,mg/L,1
9/1/2025,1:13:28 AM,LC005265-002,0.0021,,mg/L,25.2
9/1/2025,1:13:40 AM,LC005265-003,0.2836,,mg/L,0.5
9/1/2025,1:13:52 AM,LC005265-004,0.0024,,mg/L,31.3
9/1/2025,1:14:06 AM,LC005265-005,0.14,,mg/L,1.7
9/1/2025,1:14:20 AM,LC005265-006,0.3519,,mg/L,1.4
9/1/2025,1:18:12 AM,PATRON,0.9255,,mg/L,0.4
9/1/2025,1:19:04 AM,LC005265-007,0.1404,,mg/L,0.6
9/1/2025,1:19:18 AM,LC005265-008,0.1217,,mg/L,1.9
9/1/2025,1:19:32 AM,LC005265-009,0.0622,,mg/L,3
9/1/2025,1:19:46 AM,LC005265-010,0.2738,,mg/L,0.3
9/1/2025,1:20:00 AM,LC005265-011,0.0762,,mg/L,1.6
9/1/2025,1:20:14 AM,LC005265-012,0.1544,,mg/L,1.3
9/1/2025,1:20:30 AM,PATRON,0.9183,,mg/L,1
9/1/2025,1:20:44 AM,LC005265-013,0.174,,mg/L,0.4
9/1/2025,1:20:58 AM,LC005265-014,0.0682,,mg/L,1.7
9/1/2025,1:21:12 AM,LC005265-015,0.0603,,mg/L,1.2
9/1/2025,1:21:26 AM,LC005265-016,0.1493,,mg/L,1.1
9/1/2025,1:21:40 AM,LC005265-017,0.1785,,mg/L,0.5
9/1/2025,1:21:54 AM,LC005265-018,0.1352,,mg/L,1.5
9/1/2025,1:22:48 AM,BLANCO,0.0007,,mg/L,>100
9/1/2025,1:23:00 AM,PATRON,0.9159,,mg/L,0.2
9/1/2025,1:23:22 AM,LC005265-019,0.1239,,mg/L,0.5
9/1/2025,1:23:36 AM,LC005265-020,0.821,,mg/L,0.2
9/1/2025,1:23:50 AM,LC005265-021,1.0416,,mg/L,0.2
9/1/2025,1:24:04 AM,LC005265-022,0.2186,,mg/L,0.9
9/1/2025,1:24:18 AM,LC005265-023,0.0051,,mg/L,20.1
9/1/2025,1:24:32 AM,LC005265-024,0.1207,,mg/L,0.7
9/1/2025,1:24:48 AM,PATRON,0.904,,mg/L,0.9
9/1/2025,1:24:56 AM,PATRON,0.9024,,mg/L,0.4
9/1/2025,1:25:10 AM,BLANCO,0.0008,,mg/L,>100
9/1/2025,1:25:20 AM,REAGENT BLANK,0,,mg/L,>100
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
