Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.153
Cabeza puntual retorno,Au 242.80,0.151
Celda #(F1+F2),Au 242.80,0.149
Puntual Noroeste,Au 242.80,0.18
Tubo 3,Au 242.80,0.085
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.01
Celda # 11-A,Au 242.80,0.024
Celda # 11-B,Au 242.80,0.008
Celda # 11-C,Au 242.80,0.174
Celda #5-9,Au 242.80,0.082
NE Tubo 1,Au 242.80,0.023
NE Tubo 2,Au 242.80,0.048
NE Tubo 4,Au 242.80,0.306
NE Tubo 5,Au 242.80,0.329
NE Tubo 6,Au 242.80,0.362
NE Tubo 7,Au 242.80,0.217
Barren Patios,Au 242.80,0.016
Especial 1,Au 242.80,0.028
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.025
Especial 4,Au 242.80,0.007
Especial 5,Au 242.80,0.062
Columna #1,Au 242.80,0.1
Columna #2,Au 242.80,0.068
Columna #3,Au 242.80,0.03
Columna #4,Au 242.80,0.02
Columna #5,Au 242.80,0.017
