Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.724
Cabeza puntual retorno,Untitled 000,0.717
Celda #(F1+F2),Untitled 000,0.693
Puntual Noroeste,Untitled 000,0.435
Tubo 3,Untitled 000,0.171
Comp. Cola Columna,Untitled 000,0.426
Barren,Untitled 000,0.382
Celda # 11-A,Untitled 000,0.046
Celda # 11-B,Untitled 000,0.087
Celda # 11-C,Untitled 000,0.040
Celda #5-9,Untitled 000,0.021
NE Tubo 1,Untitled 000,2.970
NE Tubo 2,Untitled 000,0.328
NE Tubo 4,Untitled 000,0.043
NE Tubo 5,Untitled 000,0.234
NE Tubo 6,Untitled 000,1.965
NE Tubo 7,Untitled 000,0.315
Barren Patios,Untitled 000,1.730
Especial 1,Untitled 000,0.042
Especial 2,Untitled 000,0.024
Especial 3,Untitled 000,0.025
Especial 4,Untitled 000,0.030
Especial 5,Untitled 000,0.124
Columna #1,Untitled 000,0.581
Columna #2,Untitled 000,0.574
Columna #3,Untitled 000,0.555
Columna #4,Untitled 000,0.492
Columna #5,Untitled 000,0.388
