Analyst,,,,,,
Date Started,10/17/2025 1:50 AM  GMT: 10/17/2025 8:50 AM,,,,,
Worksheet,LC005587_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
10/17/2025,2:14:12 AM,PATRON,0.8982,,mg/L,0.5
10/17/2025,2:14:24 AM,BLANCO,-0.0028,,mg/L,34.5
10/17/2025,2:14:48 AM,REAGENT BLANK,0,,mg/L,84.7
10/17/2025,2:15:10 AM,LC005587-001,0.1186,,mg/L,0.6
10/17/2025,2:15:24 AM,LC005587-002,0.1127,,mg/L,1.1
10/17/2025,2:15:36 AM,LC005587-003,0.047,,mg/L,0.5
10/17/2025,2:15:48 AM,LC005587-004,0.0118,,mg/L,9.8
10/17/2025,2:16:00 AM,LC005587-005,0.0059,,mg/L,16.7
10/17/2025,2:16:14 AM,LC005587-006,0.0267,,mg/L,1.1
10/17/2025,2:16:26 AM,PATRON,0.8993,,mg/L,1.4
10/17/2025,2:16:38 AM,LC005587-007,0.0074,,mg/L,26.9
10/17/2025,2:16:52 AM,LC005587-008,0.017,,mg/L,1
10/17/2025,2:17:06 AM,LC005587-009,0.0644,,mg/L,2.4
10/17/2025,2:17:18 AM,LC005587-010,0.0669,,mg/L,3.1
10/17/2025,2:17:32 AM,LC005587-011,0.0053,,mg/L,17.6
10/17/2025,2:17:46 AM,LC005587-012,0.1442,,mg/L,1.7
10/17/2025,2:17:58 AM,PATRON,0.8894,,mg/L,0.8
10/17/2025,2:18:28 AM,PATRON,0.8915,,mg/L,0.1
10/17/2025,2:18:40 AM,BLANCO,0.0001,,mg/L,>100
10/17/2025,2:18:48 AM,REAGENT BLANK,0,,mg/L,32.4
10/17/2025,2:20:30 AM,LC005587-013,0.4311,,mg/L,1
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
