Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,,0.127
Comp. Cola Columna,,0.004
Barren,,0.017
Cabeza puntual retorno,,0.128
Celda # 11-A,,0.033
Celda # 11-B,,0.018
Celda # 11-C,,0.003
Celda # 6-F2,,0.01
Celda #5-9,,0.011
Celda #(F1+F2),,0.129
NE Tubo 1,,0.002
NE Tubo 2,,0.096
NE Tubo 4,,0.098
NE Tubo 5,,0.036
NE Tubo 6,,0.053
NE Tubo 7,,0.13
Puntual Noroeste,,0.134
Barren Patios,,0.019
Tubo 3,,0.186
Especial 1,,0.101
Especial 2,,0.04
Especial 3,,0.115
Especial 4,,0.095
Especial 5,,0.033
