Sample ID,Analyte Name,Reported Conc (Calib)
Cabeza puntual retorno,Untitled 000,0.872
Comp. Cola Columna,Untitled 000,0.46
Barren,Untitled 000,0.489
Cabeza puntual retorno,Untitled 000,0.892
Celda # 11-A,Untitled 000,3.908
Celda # 11-B,Untitled 000,0.299
Celda # 11-C,Untitled 000,0.342
Celda # 6-F2,Untitled 000,0.029
Celda #5-9,Untitled 000,0.038
Celda #(F1+F2),Untitled 000,0.99
NE Tubo 1,Untitled 000,0.015
NE Tubo 2,Untitled 000,1.199
NE Tubo 4,Untitled 000,0.67
NE Tubo 5,Untitled 000,0.62
NE Tubo 6,Untitled 000,1.155
NE Tubo 7,Untitled 000,0.442
Puntual Noroeste,Untitled 000,1.065
Barren Patios,Untitled 000,0.531
Tubo 3,Untitled 000,1.672
Especial 1,Untitled 000,0.083
Especial 2,Untitled 000,0.068
Especial 3,Untitled 000,0.141
Especial 4,Untitled 000,0.216
Especial 5,Untitled 000,0.05
Especial 6,Untitled 000,0.097
