Analyst,,,,,,
Date Started,5/27/2025 3:16 AM  GMT: 5/27/2025 10:16 AM,,,,,
Worksheet,LC004557_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
5/27/2025,3:53:50 AM,PATRON,0.9142,,mg/L,1.8
5/27/2025,3:54:00 AM,BLANCO,0.0014,,mg/L,>100
5/27/2025,3:54:14 AM,REAGENT BLANK,0,,mg/L,96.7
5/27/2025,3:54:30 AM,LC004557-001,0.1994,,mg/L,2.4
5/27/2025,3:54:42 AM,LC004557-002,0.0114,,mg/L,24.9
5/27/2025,3:54:56 AM,LC004557-003,0.0695,,mg/L,2.9
5/27/2025,3:55:10 AM,LC004557-004,0.0969,,mg/L,0.4
5/27/2025,3:55:22 AM,LC004557-005,0.0153,,mg/L,7.8
5/27/2025,3:55:36 AM,LC004557-006,0.0573,,mg/L,2.9
5/27/2025,3:56:48 AM,PATRON,0.9089,,mg/L,0.7
5/27/2025,3:57:02 AM,LC004557-007,0.0443,,mg/L,4.5
5/27/2025,3:57:16 AM,LC004557-008,0.0276,,mg/L,2
5/27/2025,3:57:30 AM,LC004557-009,0.9225,,mg/L,0.4
5/27/2025,3:57:42 AM,LC004557-010,0.1251,,mg/L,1.8
5/27/2025,3:57:58 AM,LC004557-011,0.0452,,mg/L,3.8
5/27/2025,3:58:12 AM,LC004557-012,0.0033,,mg/L,31.5
5/27/2025,3:59:24 AM,PATRON,0.9056,,mg/L,0.8
5/27/2025,3:59:36 AM,LC004557-013,0.2386,,mg/L,1.7
5/27/2025,3:59:50 AM,LC004557-014,0.3846,,mg/L,1.7
5/27/2025,4:00:04 AM,LC004557-015,0.0051,,mg/L,8.1
5/27/2025,4:00:18 AM,LC004557-016,0.1692,,mg/L,0.7
5/27/2025,4:00:30 AM,LC004557-017,0.2365,,mg/L,0.6
5/27/2025,4:00:58 AM,PATRON,0.9144,,mg/L,0.2
5/27/2025,4:01:10 AM,LC004557-019,0.0024,,mg/L,41.5
5/27/2025,4:01:22 AM,PATRON,0.9068,,mg/L,1
5/27/2025,4:01:32 AM,BLANCO,-0.0025,,mg/L,>100
5/27/2025,4:01:44 AM,REAGENT BLANK,0,,mg/L,19.1
5/27/2025,4:02:30 AM,LC004557-018,0.2326,,mg/L,1.1
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
