Analyst,,,,,,
Date Started,8/5/2025 9:58 PM  GMT: 8/6/2025 4:58 AM,,,,,
Worksheet,LC005104_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/5/2025,10:15:40 PM,PATRON,0.8766,,mg/L,1.7
8/5/2025,10:15:56 PM,BLANCO,0.0143,,mg/L,39.4
8/5/2025,10:16:06 PM,REAGENT BLANK,0,,mg/L,67.9
8/5/2025,10:16:22 PM,LC005104-001,0.1574,,mg/L,3.9
8/5/2025,10:16:36 PM,LC005104-002,0.1372,,mg/L,1.4
8/5/2025,10:16:52 PM,LC005104-003,0.095,,mg/L,7.5
8/5/2025,10:17:22 PM,LC005104-005,0.1501,,mg/L,2.1
8/5/2025,10:17:38 PM,LC005104-006,0.0071,,mg/L,16.3
8/5/2025,10:17:56 PM,PATRON,0.8827,,mg/L,3.3
8/5/2025,10:18:14 PM,LC005104-007,0.0679,,mg/L,6.4
8/5/2025,10:18:28 PM,LC005104-008,0.1215,,mg/L,3.1
8/5/2025,10:18:42 PM,LC005104-009,0.0827,,mg/L,3
8/5/2025,10:18:58 PM,LC005104-010,0.0891,,mg/L,0.7
8/5/2025,10:19:10 PM,LC005104-011,0.163,,mg/L,2.1
8/5/2025,10:19:26 PM,LC005104-012,0.0952,,mg/L,3.8
8/5/2025,10:19:40 PM,PATRON,0.8894,,mg/L,0.7
8/5/2025,10:19:54 PM,LC005104-013,0.0682,,mg/L,5.3
8/5/2025,10:20:08 PM,LC005104-014,0.1828,,mg/L,3.5
8/5/2025,10:20:22 PM,LC005104-015,0.1511,,mg/L,1.8
8/5/2025,10:20:36 PM,LC005104-016,0.0751,,mg/L,2.4
8/5/2025,10:20:50 PM,LC005104-017,0.1931,,mg/L,3
8/5/2025,10:21:06 PM,LC005104-018,0.0722,,mg/L,1.4
8/5/2025,10:21:18 PM,PATRON,0.9123,,mg/L,1.7
8/5/2025,10:21:32 PM,LC005104-019,0.0529,,mg/L,9.3
8/5/2025,10:21:48 PM,LC005104-020,0.1448,,mg/L,2.9
8/5/2025,10:23:26 PM,LC005104-021,0.0054,,mg/L,17.2
8/5/2025,10:23:42 PM,LC005104-022,0.1183,,mg/L,3.8
8/5/2025,10:24:10 PM,BLANCO,-0.002,,mg/L,>100
8/5/2025,10:24:20 PM,REAGENT BLANK,0,,mg/L,31.8
8/5/2025,10:26:48 PM,PATRON,0.9152,,mg/L,0.7
8/5/2025,10:27:48 PM,LC005104-004,0.0926,,mg/L,4.1
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
