Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.111
Comp. Cola Columna,Untitled 000,0.828
Barren,Untitled 000,0.809
Cabeza puntual retorno,Untitled 000,1.029
Celda # 11-A,Untitled 000,0.920
Celda # 11-B,Untitled 000,0.089
Celda # 11-C,Untitled 000,0.027
Celda # 6-F2,Untitled 000,0.024
Celda #5-9,Untitled 000,2.428
Celda #(F1+F2),Untitled 000,0.944
NE Tubo 1,Untitled 000,0.088
NE Tubo 2,Untitled 000,0.082
NE Tubo 4,Untitled 000,0.083
NE Tubo 5,Untitled 000,0.057
NE Tubo 6,Untitled 000,0.033
NE Tubo 7,Untitled 000,0.351
Puntual Noroeste,Untitled 000,0.860
Barren Patios,Untitled 000,0.791
Tubo 3,Untitled 000,1.175
Especial 1,Untitled 000,1.516
Especial 2,Untitled 000,1.329
Especial 3,Untitled 000,0.086
Especial 4,Untitled 000,0.037
Especial 5,Untitled 000,2.116
