Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.951
Cabeza puntual retorno,Untitled 000,0.912
Celda #(F1+F2),Untitled 000,0.542
Puntual Noroeste,Untitled 000,0.490
Tubo 3,Untitled 000,0.753
Comp. Cola Columna,Untitled 000,0.424
Barren,Untitled 000,0.431
Celda # 11-A,Untitled 000,0.462
Celda # 11-B,Untitled 000,0.126
Celda # 11-C,Untitled 000,0.014
Celda #5-9,Untitled 000,1.279
NE Tubo 1,Untitled 000,0.034
NE Tubo 2,Untitled 000,0.173
NE Tubo 4,Untitled 000,0.103
NE Tubo 5,Untitled 000,0.404
NE Tubo 6,Untitled 000,1.322
NE Tubo 7,Untitled 000,0.744
Barren Patios,Untitled 000,0.459
Especial 1,Untitled 000,3.546
Especial 2,Untitled 000,0.522
Especial 3,Untitled 000,0.297
Especial 4,Untitled 000,0.554
Especial 5,Untitled 000,1.027
Columna #1,Untitled 000,0.883
Columna #2,Untitled 000,0.813
Columna #3,Untitled 000,0.716
Columna #4,Untitled 000,0.635
Columna #5,Untitled 000,0.453
