Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.005
Cabeza puntual retorno,Untitled 000,1.009
Celda #(F1+F2),Untitled 000,0.928
Puntual Noroeste,Untitled 000,0.909
Tubo 3,Untitled 000,1.483
Comp. Cola Columna,Untitled 000,0.368
Barren,Untitled 000,0.384
Celda # 11-A,Untitled 000,0.071
Celda # 11-B,Untitled 000,0.054
Celda # 11-C,Untitled 000,0.031
Celda #5-9,Untitled 000,0.025
NE Tubo 2,Untitled 000,0.393
NE Tubo 4,Untitled 000,0.792
NE Tubo 5,Untitled 000,0.383
NE Tubo 6,Untitled 000,0.208
Especial 7,Untitled 000,0.814
Barren Patios,Untitled 000,0.372
Especial 1,Untitled 000,0.057
Especial 2,Untitled 000,0.044
Especial 3,Untitled 000,0.106
Especial 4,Untitled 000,0.149
Especial 5,Untitled 000,0.044
Columna #1,Untitled 000,0.803
Columna #2,Untitled 000,0.666
Columna #3,Untitled 000,0.652
Columna #4,Untitled 000,0.418
Columna #5,Untitled 000,0.387
