Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cab Columna,Untitled 000,0.921
Comp. Cola Columna,Untitled 000,0.586
Barren,Untitled 000,0.738
Cabeza puntual retorno,Untitled 000,1.107
Celda # 11-A,Untitled 000,0.223
Celda # 11-B,Untitled 000,0.923
Celda # 11-C,Untitled 000,0.107
Celda # 6-F2,Untitled 000,0.297
Celda #5-9,Untitled 000,0.995
Celda #(F1+F2),Untitled 000,1.125
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.939
NE Tubo 4,Untitled 000,0.387
NE Tubo 5,Untitled 000,0.057
NE Tubo 6,Untitled 000,0.046
NE Tubo 7,Untitled 000,1.978
Puntual Noroeste,Untitled 000,0.932
Barren Patios,Untitled 000,0.584
Tubo 3,Untitled 000,0.914
Especial 1,Untitled 000,0.902
Especial 2,Untitled 000,0.448
Especial 3,Untitled 000,0.048
Especial 4,Untitled 000,0.042
Especial 5,Untitled 000,0.127
