Analista,,,,,,
Fecha de inicio,03/12/2025 04:55 a. m.  GMT: 03/12/2025 11:55 a. m.,,,,,
Hoja de trabajo,LC005916_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
03/12/2025,05:16:14 a. m.,PATRON,0.9447,,mg/L,0.6
03/12/2025,05:16:26 a. m.,BLANCO,0.0033,,mg/L,>100
03/12/2025,05:16:36 a. m.,REAGENT BLANK,0,,mg/L,>100
03/12/2025,05:16:50 a. m.,LC005916-001,0.0912,,mg/L,0.5
03/12/2025,05:17:24 a. m.,LC005916-002,0.163,,mg/L,0.7
03/12/2025,05:17:36 a. m.,LC005916-003,0.0541,,mg/L,1.2
03/12/2025,05:17:50 a. m.,LC005916-004,0.2082,,mg/L,0
03/12/2025,05:18:06 a. m.,LC005916-005,0.1789,,mg/L,0.7
03/12/2025,05:18:20 a. m.,LC005916-006,0.1126,,mg/L,1.3
03/12/2025,05:18:34 a. m.,PATRON,0.9373,,mg/L,0.9
03/12/2025,05:18:50 a. m.,LC005916-007,0.1387,,mg/L,1.7
03/12/2025,05:19:14 a. m.,LC005916-008,0.0054,,mg/L,13.2
03/12/2025,05:19:34 a. m.,LC005916-009,0.0045,,mg/L,31.3
03/12/2025,05:19:54 a. m.,LC005916-010,0.1796,,mg/L,0.6
03/12/2025,05:20:18 a. m.,LC005916-011,0.1829,,mg/L,1.1
03/12/2025,05:20:32 a. m.,LC005916-012,0.1209,,mg/L,2.9
03/12/2025,05:20:46 a. m.,PATRON,0.9407,,mg/L,0.5
03/12/2025,05:21:02 a. m.,LC005916-013,0.0035,,mg/L,1.6
03/12/2025,05:21:14 a. m.,LC005916-014,0.0953,,mg/L,0.8
03/12/2025,05:21:28 a. m.,LC005916-015,0.1209,,mg/L,1.4
03/12/2025,05:21:40 a. m.,PATRON,0.9452,,mg/L,1
03/12/2025,05:21:52 a. m.,BLANCO,0.0077,,mg/L,15.4
03/12/2025,05:22:02 a. m.,REAGENT BLANK,0,,mg/L,94.4
,,,,,,
Método: Au AU ALTO (Llama),,,,,,
