"Analyst",""
"Date Started","5/10/2023 8:56 AM  GMT: 5/10/2023 3:56 PM"
"Worksheet","LC000190_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/10/2023","9:23:40 AM","PATRON",0.8903,"","mg/L"
"5/10/2023","9:24:10 AM","BLANCO",0.0042,"","mg/L"
"5/10/2023","9:24:18 AM","REAGENT BLANK",0.0000,"","mg/L"
"5/10/2023","9:24:30 AM","LC000190-001",0.4845,"","mg/L"
"5/10/2023","9:24:42 AM","LC000190-002",0.2519,"","mg/L"
"5/10/2023","9:24:54 AM","LC000190-003",0.2797,"","mg/L"
"5/10/2023","9:25:06 AM","LC000190-004",0.4107,"","mg/L"
"5/10/2023","9:25:18 AM","LC000190-005",0.0678,"","mg/L"
"5/10/2023","9:25:28 AM","LC000190-006",0.4054,"","mg/L"
"5/10/2023","9:25:42 AM","PATRON",0.8869,"","mg/L"
"5/10/2023","9:25:56 AM","LC000190-007",0.2804,"","mg/L"
"5/10/2023","9:26:08 AM","LC000190-008",0.1396,"","mg/L"
"5/10/2023","9:26:18 AM","LC000190-009",0.5047,"","mg/L"
"5/10/2023","9:26:30 AM","LC000190-010",0.6421,"","mg/L"
"5/10/2023","9:26:42 AM","LC000190-011",0.8109,"","mg/L"
"5/10/2023","9:26:54 AM","LC000190-012",0.5113,"","mg/L"
"5/10/2023","9:27:08 AM","PATRON",0.8947,"","mg/L"
"5/10/2023","9:27:20 AM","LC000190-013",0.4021,"","mg/L"
"5/10/2023","9:27:32 AM","LC000190-014",1.3729,"","mg/L"
"5/10/2023","9:27:40 AM","LC000190-015","OVER","R","mg/L"
"5/10/2023","9:27:48 AM","LC000190-016","OVER","R","mg/L"
"5/10/2023","9:28:00 AM","LC000190-017",0.5261,"","mg/L"
"5/10/2023","9:28:12 AM","LC000190-018",0.6907,"","mg/L"
"5/10/2023","9:28:26 AM","PATRON",0.8946,"","mg/L"
"5/10/2023","9:28:40 AM","LC000190-019",0.9568,"","mg/L"
"5/10/2023","9:28:52 AM","LC000190-020",0.0133,"","mg/L"
"5/10/2023","9:29:04 AM","LC000190-021",0.7290,"","mg/L"
"5/10/2023","9:29:12 AM","LC000190-022","OVER","R","mg/L"
"5/10/2023","9:29:20 AM","LC000190-023","OVER","R","mg/L"
"5/10/2023","9:29:32 AM","LC000190-024",0.9569,"","mg/L"
"5/10/2023","9:29:46 AM","PATRON",0.9007,"","mg/L"
"5/10/2023","9:29:48 AM","PATRON","","","mg/L"

"Method: Au ALTA (Flame)"


"5/10/2023","9:32:42 AM","LC000190-015",2.1238,"","mg/L"
"5/10/2023","9:32:54 AM","LC000190-016",3.0400,"","mg/L"
"5/10/2023","9:33:14 AM","LC000190-022",2.2040,"","mg/L"
"5/10/2023","9:33:26 AM","LC000190-023",2.0695,"","mg/L"
"5/10/2023","9:33:26 AM","18","","","mg/L"
